disease,text,risk_level
knee ligament or meniscus tear,"Sometimes I feel a small lump on my knee, and it worries me.",Low
prostatitis,"Impotence has started to affect my relationship, and I’m really struggling.",Medium
astigmatism,Eye pain at the end of the day makes me dread work.,Medium
poisoning due to ethylene glycol,I am having difficulty concentrating and my coordination is very poor.,High
parathyroid adenoma,"I keep forgetting simple things, and it worries me a lot.",Low
cirrhosis,The blood in my vomit is making me think I need urgent help.,Emergency
spondylosis,My shoulder pain has made it impossible to carry anything; it’s really limiting my daily activities.,Medium
melanoma,There’s a mole on my leg that has changed color unexpectedly.,Medium
hemiplegia,My left side feels so weak; I can barely lift my arm anymore.,Emergency
meningioma,Weakness in my limbs has made simple tasks feel impossible.,Low
stenosis of the tear duct,I've been experiencing a persistent cough along with my tear duct issues.,Low
central atherosclerosis,"Please help, lately, I can’t climb stairs without feeling completely out of breath.",High
otitis media,Why does it feel like my ear is full? I need answers about this otitis media!,Medium
fracture of the facial bones,I’m worried about the long-term effects of this facial fracture.,Medium
malaria,"The fever comes in waves with violent shaking chills, and I feel terrible; it's really concerning.",High
subacute thyroiditis,My palpitations make me feel like I'm losing control of my body.,Low
crohn disease,Regurgitation after meals is becoming an almost daily occurrence for me.,Medium
herniated disk,"My leg pain is unbearable, making it hard to walk any distance.",Medium
malaria,The headache and body aches from malaria are making every moment miserable. I really need help.,High
premature ventricular contractions (pvcs),Why do I suddenly feel so sleepy during the day? The PVCs are throwing me off.,Emergency
dislocation of the ankle,"My toes hurt like crazy, and I can’t find a comfortable position.",Low
pelvic organ prolapse,Why is it so hard to find information about my symptoms of bladder issues?,Medium
poisoning due to antipsychotics,"Lately, my heart is racing and my body temperature is very high after taking extra pills.",High
adrenal adenoma,"The anxiety I feel is crippling, making it hard to focus on anything What should I do?",High
molluscum contagiosum,Seeing these lumps on my skin is seriously affecting my confidence levels.,Medium
itching of unknown cause,"During my pregnancy, I’ve started itching all over, and it’s making me feel miserable.",Medium
adrenal adenoma,I'm experiencing severe mood swings and my blood pressure is out of control; it's really concerning.,High
temporomandibular joint disorder,I didn't expect my nasal congestion to flare up with my TMJ symptoms; it’s frustrating.,Medium
poisoning due to ethylene glycol,"I need help, i thought antifreeze was just a chemical; now I'm battling severe depressive thoughts.",High
pneumoconiosis,"I need help, it’s hard to remain positive when dizziness and cough are my new normal.",High
glucocorticoid deficiency,I've been having severe abdominal pain and my energy levels are critically low; it's really concerning.,High
ascending cholangitis,I never knew such sharp abdominal pain could feel this life-threatening.,Emergency
food allergy,I vomited after trying that new nut butter; it’s so frustrating.,Medium
alcohol withdrawal,I’m having seizures and nobody seems to take me seriously.,Emergency
primary insomnia,"My mind races at night, and it only worsens my insomnia.",Low
meningitis,I was so worried when the headache turned into neck pain and fever.,Medium
pericarditis,The tightness in my chest is unbearable; I think something's really wrong.,Emergency
schizophrenia,The constant anxiety makes it hard to leave my house or meet new people.,Medium
neonatal jaundice,"The doctor said it was normal, but my baby seems unusually irritable with this jaundice.",Low
foreign body in the gastrointestinal tract,I'm losing weight and can barely eat due to sharp pain whenever I try to swallow.,Emergency
endocarditis,I’m experiencing severe dizziness and chest pain; I can't wait to see a doctor.,Emergency
common cold,I woke up with a headache that feels like a vice grip on my skull.,Medium
intracranial abscess,"Please help, this constant headache feels like it's ruining my life; I'm at my breaking point.",High
fracture of the ankle,Even minor movements in my ankle send pain shooting up my leg.,Low
parkinson disease,My family doesn’t realize how much the disturbance of memory affects my daily life.,Medium
polymyalgia rheumatica,"Every day, the fatigue leaves me feeling like I’m in a fog.",Emergency
tricuspid valve disease,"My heart issues make me feel anxious, and it's affecting my daily activities.",Low
stress incontinence,"Every time I sneeze, I worry about leaking urine.",Low
hypovolemia,"My diarrhea has gotten so bad, I can’t keep anything in.",Emergency
malignant hypertension,Can this overwhelming shortness of breath really just be from high blood pressure?,Emergency
premature atrial contractions (pacs),I get short of breath with every PAC I feel; I’m really scared about my heart.,Emergency
injury to the knee,"I’ve had constant pain in my knee, and no remedies seem to help.",Low
abdominal aortic aneurysm,"Why is my arm swollen and painful, along with this awful back pain?",Emergency
bursitis,My hip pain has turned simple tasks into a real struggle.,Medium
central atherosclerosis,"Please help, some days, my fatigue is so bad I just want to sleep all day.",High
sinus bradycardia,I can’t understand why my heart rate is all over the place.,Emergency
skin polyp,"My scalp has irregular patches, and I'm worried they might be skin polyps.",Medium
fracture of the foot,The swelling is making it hard to fit into my favorite sneakers; it’s disappointing.,Low
glucocorticoid deficiency,"The exhaustion is overwhelming, and even simple tasks feel impossible.",High
angina,I had intense palpitations and felt extremely anxious.,Emergency
kidney stone,The sharp abdominal pain feels like a never-ending torture session.,Medium
vertebrobasilar insufficiency,"Please help, my legs ache constantly, and I'm worried it’s something serious.",High
neurofibromatosis,I feel embarrassed about the groin mass; it’s uncomfortable and noticeable.,Low
myoclonus,"I need help, every day feels like a battle against the involuntary movements that won’t stop.",High
diabetic peripheral neuropathy,"Some days, my foot pain is so intense that it feels like I’m walking on glass.",Medium
syringomyelia,"My coordination has deteriorated, and the chronic pain is exhausting; it's really concerning.",High
pinworm infection,"The retention of urine is new for me, and I don't know what's causing it.",Low
appendicitis,I’ve had diarrhea along with this intense abdominal pain; it’s really concerning.,Medium
myocarditis,The sharp chest pain is so alarming; I just want to feel normal again Is this serious?,High
acute bronchospasm,"The coughing fits are constant, and I'm struggling to get air in.",Emergency
hormone disorder,Why does my body seem to be growing in ways I didn’t expect? It feels so strange.,Low
acute kidney injury,"My urine output has decreased, and I'm experiencing sharp abdominal discomfort.",Emergency
pain disorder affecting the neck,I have trouble recalling things when neck pain flares up intensely.,Medium
stress incontinence,I never thought I’d be concerned about urine leakage just from coughing.,Low
chalazion,"Every time I try to blink, the pain in my eye reminds me of this annoying chalazion.",Medium
acute otitis media,Coughing and ear pain together is making me feel miserable today.,Medium
depression,"The constant fatigue makes everything harder, even simple tasks feel impossible.",Medium
oral leukoplakia,Is it normal to have some skin swelling in the mouth without any other symptoms?,Low
pulmonary hypertension,"This cough won't go away, and it feels like my lungs are closing up.",Emergency
