disease,text,risk_level
poisoning due to anticonvulsants,I’ve had issues with movement since starting my anticonvulsant; it’s worrying.,Emergency
acne,"Every month, my long menstrual periods come with new skin rashes.",Low
abdominal hernia,"I can see an irregular belly button, and it's alarming me more each day.",Medium
subdural hemorrhage,"My headaches have become more frequent, and I'm not sure why.",Emergency
arrhythmia,"I was terrified when my heart fluttered, and I couldn’t catch my breath.",Medium
vertebrobasilar insufficiency,"My balance is completely off, and I feel like I might fall at any moment; it's really concerning.",High
aortic valve disease,"I noticed swelling in my legs, and it’s getting worse every day.",Medium
heart block,"Every time I get up, I feel lightheaded; my heart is definitely acting strange.",Emergency
hemiplegia,Why do I suddenly struggle to find the right words when speaking?,Emergency
poisoning due to ethylene glycol,My breathing has become labored since ingesting the substance accidentally. I really need help.,Emergency
seasonal allergies (hay fever),I wish I could breathe easily; this coryza is exhausting me.,Low
sepsis,"I experienced sharp abdominal pain, and the weakness made it hard to stand.",Emergency
vertebrobasilar insufficiency,"Lately, the dizziness makes it unsafe for me to drive or even walk alone.",High
ovarian cancer,"The constant stomach bloating has me feeling uneasy, and I just want answers.",High
common cold,I didn’t expect nausea along with a cold; it’s really throwing me off.,Low
gonorrhea,I can't believe I’m dealing with this sharp abdominal pain again.,Medium
frostbite,"My fingers are white and waxy, and I cannot feel them at all anymore.",Medium
valley fever,The cough and fever started weeks ago and just will not go away.,Medium
poisoning due to ethylene glycol,I'm experiencing severe nausea and my vision seems blurry since the ingestion.,Emergency
insect bite,I can’t believe how much fluid retention I have after that insect bite on my ankle.,Low
poisoning due to ethylene glycol,I can't stop thinking about the antifreeze and how it led to these depressive states.,Emergency
high blood pressure,I am experiencing chest tightness and my vision is getting blurry from my blood pressure.,High
subdural hemorrhage,Why do I have these strange depressive thoughts out of nowhere?,Emergency
myoclonus,The muscle twitches are getting stronger and more frequent as time goes on; it's really concerning.,Medium
poisoning due to ethylene glycol,"Lately, i think I swallowed antifreeze by mistake, and now I'm feeling very sick.",Emergency
bone cancer,My legs ache so much that I dread standing up.,High
burn,The constant wrist pain reminds me of the burn I got a week ago.,Low
acne,The peeling skin around my acne makes me feel so self-conscious.,Low
burn,"I keep icing my wrist, but the pain from the burn is still bothering me.",Low
acne,I’ve been dealing with swelling and painful acne that just won’t go away.,Low
seasonal allergies (hay fever),Why does my face hurt? Allergy pressure is ruining my day.,Low
seasonal allergies (hay fever),My throat is sore from all the postnasal drip this season.,Low
diabetic ketoacidosis,I didn't realize sharp chest pain could be so serious.,Emergency
parkinson disease,I wish there was a solution for the constant stiffness that plagues my entire body.,High
osteoporosis,I wish someone would take my stomach bloating seriously; it’s affecting me.,Medium
vertebrobasilar insufficiency,"Lately, i'm having episodes of severe dizziness and double vision that terrify me.",High
teething syndrome,The nasal congestion makes it hard for my little one to sleep at night.,Medium
zenker diverticulum,"The gurgling sounds in my throat are embarrassing, and I choke frequently.",Medium
burn,My skin irritation from that minor burn is making it hard to grip things.,Low
acariasis,I’m tired of feeling self-conscious about this scrotum swelling.,Medium
ulcerative colitis,Why is it so hard to find relief from this relentless diarrhea?,Medium
corneal abrasion,My eyelids are so swollen that I can barely open them without pain.,Medium
burn,I’m worried my hand pain from the burn is lasting longer than expected.,Low
epidural hemorrhage,I didn’t expect to deal with dizziness and mood changes like this.,Emergency
acute respiratory distress syndrome (ards),I'm terrified because my chest feels so tight and painful.,Emergency
burn,My skin irritation from that minor burn is making it hard to grip things.,Low
common cold,I woke up with a headache that feels like a vice grip on my skull.,Low
hypertensive heart disease,"Why do I feel like I can’t breathe, even when I’m just sitting still?",Emergency
diabetic kidney disease,"I often feel weak and fatigued, and I can’t help but think it’s connected to my condition.",High
osteoporosis,I'm scared my hip pain means I have osteoporosis; can someone help me?,Medium
acne,I can’t stand how my skin looks abnormal with all these breakouts.,Low
acne,I’m frustrated with how my acne leaves my skin looking so abnormal.,Low
valley fever,"The headaches and muscle aches are severe, and the fever persists; it's really concerning.",Medium
sepsis,Nothing prepared me for the overwhelming shortness of breath I experienced.,Emergency
fungal infection of the hair,I'm worried that the rough patches on my scalp won't ever go away.,Medium
myocarditis,Why do I feel so dizzy all the time? It's affecting my entire life.,Medium
pneumoconiosis,I’m scared that this persistent cough is never going to go away.,High
high blood pressure,"I worry about my high blood pressure, especially with this persistent chest pain.",High
esophageal cancer,Why is my voice so hoarse? It’s affecting my life in ways I didn’t expect.,High
cardiomyopathy,I can't ignore the irregular heartbeat; I need to see someone fast.,High
abscess of the lung,"I've been having night sweats for a week, and now I'm coughing up blood-tinged mucus. I really need help.",High
hypertensive heart disease,"Every night I struggle to sleep, my heart racing and my chest tight.",Emergency
bladder cancer,I wish I could find someone who understands my bladder issues better.,High
sinus bradycardia,I can’t understand why my heart rate is all over the place.,Medium
acne,I’m overwhelmed by how swollen my face gets during my menstrual cycle.,Low
intracerebral hemorrhage,"I suddenly felt weak on one side, and it scared me to death.",Emergency
pancreatic cancer,The swelling in my arms makes it difficult to wear my favorite clothes.,High
heart attack,I couldn't shake off the feeling of panic with this arm pain and nausea.,Emergency
intracerebral hemorrhage,"I keep experiencing dizziness, and I'm afraid I'm going to fall.",Emergency
skin cancer,I've been experiencing persistent skin irritation that is making it hard to focus.,High
burn,The headache I got from the burn on my hand just won’t go away.,Low
burn,I’ve been experiencing skin irritation on my arm after accidentally touching a hot surface.,Low
obesity,I didn’t realize how much my weight gain would impact my daily energy levels.,Medium
poisoning due to ethylene glycol,"Lately, my breathing has become labored since ingesting the substance accidentally.",Emergency
poisoning due to gas,"My heart raced, and I felt dizzy after inhaling that gas while cooking.",Emergency
idiopathic infrequent menstruation,"I’ve been feeling sharp abdominal pain, and my periods are so unpredictable lately.",Medium
acne,I can’t believe how dry my skin is while I’m battling these pimples.,Low
spontaneous abortion,"Last night’s sharp abdominal pain was so intense, I couldn't sleep at all.",Medium
